day,date,Source,temp,time
49,2020-03-05,Subtidal,30.457,night
49,2020-03-05,Subtidal,30.457,night
49,2020-03-05,Subtidal,30.457,night
49,2020-03-05,Subtidal,30.457,night
50,2020-03-06,Subtidal,30.457,day
50,2020-03-06,Subtidal,30.457,day
50,2020-03-06,Subtidal,30.356,day
50,2020-03-06,Subtidal,30.356,day
50,2020-03-06,Subtidal,30.356,day
50,2020-03-06,Subtidal,30.356,day
50,2020-03-06,Subtidal,30.356,day
50,2020-03-06,Subtidal,30.255,day
50,2020-03-06,Subtidal,30.255,day
50,2020-03-06,Subtidal,30.255,day
50,2020-03-06,Subtidal,30.154,day
51,2020-03-06,Subtidal,30.154,night
51,2020-03-06,Subtidal,30.255,night
51,2020-03-06,Subtidal,30.255,night
51,2020-03-06,Subtidal,30.356,night
51,2020-03-06,Subtidal,30.457,night
51,2020-03-06,Subtidal,30.862,night
51,2020-03-06,Subtidal,30.963,night
51,2020-03-06,Subtidal,31.268,night
51,2020-03-06,Subtidal,31.37,night
51,2020-03-06,Subtidal,30.862,night
51,2020-03-06,Subtidal,30.963,night
51,2020-03-06,Subtidal,30.76,night
51,2020-03-06,Subtidal,30.659,night
52,2020-03-07,Subtidal,30.356,day
52,2020-03-07,Subtidal,30.457,day
52,2020-03-07,Subtidal,30.76,day
52,2020-03-07,Subtidal,30.76,day
52,2020-03-07,Subtidal,30.457,day
52,2020-03-07,Subtidal,30.457,day
52,2020-03-07,Subtidal,30.457,day
52,2020-03-07,Subtidal,30.356,day
52,2020-03-07,Subtidal,30.356,day
52,2020-03-07,Subtidal,30.255,day
52,2020-03-07,Subtidal,30.054,day
53,2020-03-07,Subtidal,30.255,night
53,2020-03-07,Subtidal,30.356,night
53,2020-03-07,Subtidal,30.356,night
53,2020-03-07,Subtidal,30.457,night
53,2020-03-07,Subtidal,30.558,night
53,2020-03-07,Subtidal,30.862,night
53,2020-03-07,Subtidal,30.76,night
53,2020-03-07,Subtidal,31.064,night
53,2020-03-07,Subtidal,30.862,night
53,2020-03-07,Subtidal,30.862,night
53,2020-03-07,Subtidal,30.76,night
53,2020-03-07,Subtidal,30.659,night
53,2020-03-07,Subtidal,30.76,night
54,2020-03-08,Subtidal,30.659,day
54,2020-03-08,Subtidal,30.558,day
54,2020-03-08,Subtidal,30.558,day
54,2020-03-08,Subtidal,30.457,day
54,2020-03-08,Subtidal,30.457,day
54,2020-03-08,Subtidal,30.457,day
54,2020-03-08,Subtidal,30.356,day
54,2020-03-08,Subtidal,30.356,day
54,2020-03-08,Subtidal,30.356,day
54,2020-03-08,Subtidal,30.356,day
54,2020-03-08,Subtidal,30.356,day
55,2020-03-08,Subtidal,30.255,night
55,2020-03-08,Subtidal,30.356,night
55,2020-03-08,Subtidal,30.558,night
55,2020-03-08,Subtidal,30.76,night
55,2020-03-08,Subtidal,30.76,night
55,2020-03-08,Subtidal,30.862,night
55,2020-03-08,Subtidal,30.862,night
55,2020-03-08,Subtidal,31.268,night
55,2020-03-08,Subtidal,30.76,night
55,2020-03-08,Subtidal,30.76,night
55,2020-03-08,Subtidal,30.558,night
55,2020-03-08,Subtidal,30.659,night
55,2020-03-08,Subtidal,30.963,night
56,2020-03-09,Subtidal,30.76,day
56,2020-03-09,Subtidal,30.659,day
56,2020-03-09,Subtidal,30.76,day
56,2020-03-09,Subtidal,30.659,day
56,2020-03-09,Subtidal,30.659,day
56,2020-03-09,Subtidal,30.558,day
56,2020-03-09,Subtidal,30.558,day
56,2020-03-09,Subtidal,30.457,day
56,2020-03-09,Subtidal,30.558,day
56,2020-03-09,Subtidal,30.457,day
56,2020-03-09,Subtidal,30.558,day
57,2020-03-09,Subtidal,30.558,night
57,2020-03-09,Subtidal,30.558,night
57,2020-03-09,Subtidal,30.76,night
57,2020-03-09,Subtidal,30.862,night
57,2020-03-09,Subtidal,30.963,night
57,2020-03-09,Subtidal,31.166,night
57,2020-03-09,Subtidal,31.268,night
57,2020-03-09,Subtidal,31.064,night
57,2020-03-09,Subtidal,31.268,night
57,2020-03-09,Subtidal,30.963,night
57,2020-03-09,Subtidal,30.862,night
57,2020-03-09,Subtidal,30.862,night
57,2020-03-09,Subtidal,31.064,night
58,2020-03-10,Subtidal,30.963,day
58,2020-03-10,Subtidal,31.064,day
58,2020-03-10,Subtidal,31.064,day
58,2020-03-10,Subtidal,30.963,day
58,2020-03-10,Subtidal,30.862,day
58,2020-03-10,Subtidal,30.862,day
58,2020-03-10,Subtidal,30.659,day
58,2020-03-10,Subtidal,30.558,day
58,2020-03-10,Subtidal,30.76,day
58,2020-03-10,Subtidal,30.659,day
58,2020-03-10,Subtidal,30.659,day
59,2020-03-10,Subtidal,30.659,night
59,2020-03-10,Subtidal,30.659,night
59,2020-03-10,Subtidal,30.76,night
59,2020-03-10,Subtidal,30.862,night
59,2020-03-10,Subtidal,31.064,night
59,2020-03-10,Subtidal,31.166,night
59,2020-03-10,Subtidal,31.166,night
59,2020-03-10,Subtidal,31.064,night
59,2020-03-10,Subtidal,31.064,night
59,2020-03-10,Subtidal,30.963,night
59,2020-03-10,Subtidal,30.862,night
59,2020-03-10,Subtidal,30.76,night
59,2020-03-10,Subtidal,30.862,night
60,2020-03-11,Subtidal,30.963,day
60,2020-03-11,Subtidal,31.064,day
60,2020-03-11,Subtidal,30.963,day
60,2020-03-11,Subtidal,30.963,day
60,2020-03-11,Subtidal,30.963,day
60,2020-03-11,Subtidal,30.963,day
60,2020-03-11,Subtidal,30.76,day
60,2020-03-11,Subtidal,30.659,day
60,2020-03-11,Subtidal,30.76,day
60,2020-03-11,Subtidal,30.76,day
60,2020-03-11,Subtidal,30.76,day
61,2020-03-11,Subtidal,30.659,night
61,2020-03-11,Subtidal,30.76,night
61,2020-03-11,Subtidal,30.862,night
61,2020-03-11,Subtidal,30.963,night
61,2020-03-11,Subtidal,31.472,night
61,2020-03-11,Subtidal,31.676,night
61,2020-03-11,Subtidal,31.268,night
61,2020-03-11,Subtidal,31.37,night
61,2020-03-11,Subtidal,31.064,night
61,2020-03-11,Subtidal,30.963,night
61,2020-03-11,Subtidal,30.963,night
61,2020-03-11,Subtidal,30.76,night
61,2020-03-11,Subtidal,30.862,night
62,2020-03-12,Subtidal,30.862,day
62,2020-03-12,Subtidal,30.862,day
62,2020-03-12,Subtidal,30.963,day
62,2020-03-12,Subtidal,30.963,day
62,2020-03-12,Subtidal,30.862,day
62,2020-03-12,Subtidal,30.862,day
62,2020-03-12,Subtidal,30.862,day
62,2020-03-12,Subtidal,30.76,day
62,2020-03-12,Subtidal,30.659,day
62,2020-03-12,Subtidal,30.558,day
62,2020-03-12,Subtidal,30.558,day
63,2020-03-12,Subtidal,30.659,night
63,2020-03-12,Subtidal,30.659,night
63,2020-03-12,Subtidal,30.76,night
63,2020-03-12,Subtidal,30.963,night
63,2020-03-12,Subtidal,31.064,night
63,2020-03-12,Subtidal,31.676,night
63,2020-03-12,Subtidal,31.37,night
63,2020-03-12,Subtidal,31.268,night
63,2020-03-12,Subtidal,31.268,night
63,2020-03-12,Subtidal,30.963,night
63,2020-03-12,Subtidal,30.76,night
63,2020-03-12,Subtidal,30.659,night
63,2020-03-12,Subtidal,30.558,night
64,2020-03-13,Subtidal,30.558,day
64,2020-03-13,Subtidal,30.76,day
64,2020-03-13,Subtidal,30.76,day
64,2020-03-13,Subtidal,30.862,day
64,2020-03-13,Subtidal,30.862,day
64,2020-03-13,Subtidal,30.862,day
64,2020-03-13,Subtidal,30.862,day
64,2020-03-13,Subtidal,30.76,day
64,2020-03-13,Subtidal,30.558,day
64,2020-03-13,Subtidal,30.457,day
64,2020-03-13,Subtidal,30.457,day
65,2020-03-13,Subtidal,30.457,night
65,2020-03-13,Subtidal,30.457,night
65,2020-03-13,Subtidal,30.558,night
65,2020-03-13,Subtidal,30.76,night
65,2020-03-13,Subtidal,30.963,night
65,2020-03-13,Subtidal,31.166,night
65,2020-03-13,Subtidal,31.472,night
65,2020-03-13,Subtidal,31.574,night
65,2020-03-13,Subtidal,31.268,night
65,2020-03-13,Subtidal,31.064,night
65,2020-03-13,Subtidal,30.862,night
65,2020-03-13,Subtidal,30.862,night
65,2020-03-13,Subtidal,30.862,night
66,2020-03-14,Subtidal,30.76,day
66,2020-03-14,Subtidal,30.659,day
66,2020-03-14,Subtidal,30.659,day
66,2020-03-14,Subtidal,30.76,day
66,2020-03-14,Subtidal,30.76,day
66,2020-03-14,Subtidal,30.76,day
66,2020-03-14,Subtidal,30.76,day
66,2020-03-14,Subtidal,30.76,day
66,2020-03-14,Subtidal,30.862,day
66,2020-03-14,Subtidal,30.659,day
66,2020-03-14,Subtidal,30.659,day
67,2020-03-14,Subtidal,30.558,night
67,2020-03-14,Subtidal,30.659,night
67,2020-03-14,Subtidal,30.659,night
67,2020-03-14,Subtidal,30.862,night
67,2020-03-14,Subtidal,31.064,night
67,2020-03-14,Subtidal,31.064,night
67,2020-03-14,Subtidal,31.37,night
67,2020-03-14,Subtidal,30.963,night
67,2020-03-14,Subtidal,31.166,night
67,2020-03-14,Subtidal,31.064,night
67,2020-03-14,Subtidal,30.76,night
67,2020-03-14,Subtidal,30.659,night
67,2020-03-14,Subtidal,30.558,night
68,2020-03-15,Subtidal,30.558,day
68,2020-03-15,Subtidal,30.558,day
68,2020-03-15,Subtidal,30.558,day
68,2020-03-15,Subtidal,30.659,day
68,2020-03-15,Subtidal,30.76,day
68,2020-03-15,Subtidal,30.76,day
68,2020-03-15,Subtidal,30.76,day
68,2020-03-15,Subtidal,30.76,day
68,2020-03-15,Subtidal,30.76,day
68,2020-03-15,Subtidal,30.76,day
68,2020-03-15,Subtidal,30.457,day
69,2020-03-15,Subtidal,30.356,night
69,2020-03-15,Subtidal,30.457,night
69,2020-03-15,Subtidal,30.457,night
69,2020-03-15,Subtidal,30.659,night
69,2020-03-15,Subtidal,30.862,night
69,2020-03-15,Subtidal,31.064,night
69,2020-03-15,Subtidal,31.166,night
69,2020-03-15,Subtidal,31.268,night
69,2020-03-15,Subtidal,31.268,night
69,2020-03-15,Subtidal,31.166,night
69,2020-03-15,Subtidal,31.064,night
69,2020-03-15,Subtidal,30.862,night
69,2020-03-15,Subtidal,30.862,night
70,2020-03-16,Subtidal,30.76,day
70,2020-03-16,Subtidal,30.76,day
70,2020-03-16,Subtidal,30.76,day
70,2020-03-16,Subtidal,30.862,day
70,2020-03-16,Subtidal,30.76,day
70,2020-03-16,Subtidal,30.76,day
70,2020-03-16,Subtidal,30.76,day
70,2020-03-16,Subtidal,30.76,day
70,2020-03-16,Subtidal,30.76,day
70,2020-03-16,Subtidal,30.76,day
70,2020-03-16,Subtidal,30.76,day
71,2020-03-16,Subtidal,30.659,day
71,2020-03-16,Subtidal,30.659,day
71,2020-03-16,Subtidal,30.659,day
71,2020-03-16,Subtidal,30.76,day
71,2020-03-16,Subtidal,30.862,day
71,2020-03-16,Subtidal,31.166,day
71,2020-03-16,Subtidal,31.166,day
71,2020-03-16,Subtidal,31.37,day
71,2020-03-16,Subtidal,31.268,day
1,2020-02-10,Intertidal,28.357,day
1,2020-02-10,Intertidal,28.258,day
2,2020-02-10,Intertidal,28.159,night
2,2020-02-10,Intertidal,28.258,night
2,2020-02-10,Intertidal,27.961,night
2,2020-02-10,Intertidal,27.862,night
2,2020-02-10,Intertidal,27.764,night
2,2020-02-10,Intertidal,27.567,night
2,2020-02-10,Intertidal,28.06,night
2,2020-02-10,Intertidal,27.961,night
2,2020-02-10,Intertidal,27.961,night
2,2020-02-10,Intertidal,27.961,night
2,2020-02-10,Intertidal,27.961,night
3,2020-02-11,Intertidal,27.862,day
3,2020-02-11,Intertidal,27.961,day
3,2020-02-11,Intertidal,28.159,day
3,2020-02-11,Intertidal,28.456,day
3,2020-02-11,Intertidal,30.457,day
3,2020-02-11,Intertidal,38.157,day
3,2020-02-11,Intertidal,38.046,day
3,2020-02-11,Intertidal,32.188,day
3,2020-02-11,Intertidal,29.853,day
3,2020-02-11,Intertidal,29.452,day
3,2020-02-11,Intertidal,29.152,day
3,2020-02-11,Intertidal,28.853,day
3,2020-02-11,Intertidal,28.754,day
4,2020-02-11,Intertidal,28.555,night
4,2020-02-11,Intertidal,28.555,night
4,2020-02-11,Intertidal,28.555,night
4,2020-02-11,Intertidal,28.456,night
4,2020-02-11,Intertidal,28.357,night
4,2020-02-11,Intertidal,28.258,night
4,2020-02-11,Intertidal,28.258,night
4,2020-02-11,Intertidal,28.357,night
4,2020-02-11,Intertidal,28.357,night
4,2020-02-11,Intertidal,28.258,night
4,2020-02-11,Intertidal,28.258,night
5,2020-02-12,Intertidal,28.258,day
5,2020-02-12,Intertidal,28.357,day
5,2020-02-12,Intertidal,28.555,day
5,2020-02-12,Intertidal,29.053,day
5,2020-02-12,Intertidal,29.352,day
5,2020-02-12,Intertidal,32.394,day
5,2020-02-12,Intertidal,36.946,day
5,2020-02-12,Intertidal,33.743,day
5,2020-02-12,Intertidal,30.862,day
5,2020-02-12,Intertidal,29.752,day
5,2020-02-12,Intertidal,28.853,day
5,2020-02-12,Intertidal,28.754,day
5,2020-02-12,Intertidal,28.555,day
6,2020-02-12,Intertidal,28.655,night
6,2020-02-12,Intertidal,28.555,night
6,2020-02-12,Intertidal,28.754,night
6,2020-02-12,Intertidal,28.555,night
6,2020-02-12,Intertidal,28.456,night
6,2020-02-12,Intertidal,28.357,night
6,2020-02-12,Intertidal,28.258,night
6,2020-02-12,Intertidal,28.456,night
6,2020-02-12,Intertidal,28.456,night
6,2020-02-12,Intertidal,28.655,night
6,2020-02-12,Intertidal,28.655,night
7,2020-02-13,Intertidal,28.655,day
7,2020-02-13,Intertidal,28.754,day
7,2020-02-13,Intertidal,28.953,day
7,2020-02-13,Intertidal,29.053,day
7,2020-02-13,Intertidal,29.652,day
7,2020-02-13,Intertidal,30.558,day
7,2020-02-13,Intertidal,32.911,day
7,2020-02-13,Intertidal,33.326,day
7,2020-02-13,Intertidal,32.291,day
7,2020-02-13,Intertidal,30.457,day
7,2020-02-13,Intertidal,29.352,day
7,2020-02-13,Intertidal,29.053,day
7,2020-02-13,Intertidal,28.953,day
8,2020-02-13,Intertidal,28.853,night
8,2020-02-13,Intertidal,28.853,night
8,2020-02-13,Intertidal,28.754,night
8,2020-02-13,Intertidal,28.853,night
8,2020-02-13,Intertidal,28.754,night
8,2020-02-13,Intertidal,28.754,night
8,2020-02-13,Intertidal,28.555,night
8,2020-02-13,Intertidal,28.456,night
8,2020-02-13,Intertidal,28.754,night
8,2020-02-13,Intertidal,28.555,night
8,2020-02-13,Intertidal,28.853,night
9,2020-02-14,Intertidal,28.853,day
9,2020-02-14,Intertidal,28.953,day
9,2020-02-14,Intertidal,29.053,day
9,2020-02-14,Intertidal,29.053,day
9,2020-02-14,Intertidal,29.552,day
9,2020-02-14,Intertidal,30.054,day
9,2020-02-14,Intertidal,30.76,day
9,2020-02-14,Intertidal,32.086,day
9,2020-02-14,Intertidal,31.88,day
9,2020-02-14,Intertidal,30.054,day
9,2020-02-14,Intertidal,29.652,day
9,2020-02-14,Intertidal,29.152,day
9,2020-02-14,Intertidal,29.053,day
10,2020-02-14,Intertidal,29.053,night
10,2020-02-14,Intertidal,29.053,night
10,2020-02-14,Intertidal,29.053,night
10,2020-02-14,Intertidal,29.053,night
10,2020-02-14,Intertidal,28.953,night
10,2020-02-14,Intertidal,28.953,night
10,2020-02-14,Intertidal,28.853,night
10,2020-02-14,Intertidal,28.655,night
10,2020-02-14,Intertidal,28.754,night
10,2020-02-14,Intertidal,28.953,night
10,2020-02-14,Intertidal,28.953,night
11,2020-02-15,Intertidal,28.754,day
11,2020-02-15,Intertidal,29.152,day
11,2020-02-15,Intertidal,29.252,day
11,2020-02-15,Intertidal,29.053,day
11,2020-02-15,Intertidal,29.053,day
11,2020-02-15,Intertidal,29.352,day
11,2020-02-15,Intertidal,30.154,day
11,2020-02-15,Intertidal,30.457,day
11,2020-02-15,Intertidal,31.574,day
11,2020-02-15,Intertidal,31.064,day
11,2020-02-15,Intertidal,29.953,day
11,2020-02-15,Intertidal,29.552,day
11,2020-02-15,Intertidal,29.252,day
12,2020-02-15,Intertidal,29.152,night
12,2020-02-15,Intertidal,29.152,night
12,2020-02-15,Intertidal,29.152,night
12,2020-02-15,Intertidal,29.152,night
12,2020-02-15,Intertidal,29.152,night
12,2020-02-15,Intertidal,29.152,night
12,2020-02-15,Intertidal,29.152,night
12,2020-02-15,Intertidal,29.053,night
12,2020-02-15,Intertidal,28.953,night
12,2020-02-15,Intertidal,28.853,night
12,2020-02-15,Intertidal,28.953,night
13,2020-02-16,Intertidal,29.053,day
13,2020-02-16,Intertidal,29.053,day
13,2020-02-16,Intertidal,29.152,day
13,2020-02-16,Intertidal,29.652,day
13,2020-02-16,Intertidal,29.652,day
13,2020-02-16,Intertidal,30.054,day
13,2020-02-16,Intertidal,30.558,day
13,2020-02-16,Intertidal,30.862,day
13,2020-02-16,Intertidal,31.676,day
13,2020-02-16,Intertidal,31.88,day
13,2020-02-16,Intertidal,30.76,day
13,2020-02-16,Intertidal,30.154,day
13,2020-02-16,Intertidal,29.652,day
14,2020-02-16,Intertidal,29.352,night
14,2020-02-16,Intertidal,29.352,night
14,2020-02-16,Intertidal,29.252,night
14,2020-02-16,Intertidal,29.252,night
14,2020-02-16,Intertidal,29.252,night
14,2020-02-16,Intertidal,29.252,night
14,2020-02-16,Intertidal,29.152,night
14,2020-02-16,Intertidal,29.053,night
14,2020-02-16,Intertidal,29.053,night
14,2020-02-16,Intertidal,29.053,night
14,2020-02-16,Intertidal,28.953,night
15,2020-02-17,Intertidal,29.053,day
15,2020-02-17,Intertidal,29.053,day
15,2020-02-17,Intertidal,29.252,day
15,2020-02-17,Intertidal,29.452,day
15,2020-02-17,Intertidal,29.853,day
15,2020-02-17,Intertidal,30.255,day
15,2020-02-17,Intertidal,30.659,day
15,2020-02-17,Intertidal,30.862,day
15,2020-02-17,Intertidal,31.37,day
15,2020-02-17,Intertidal,31.37,day
15,2020-02-17,Intertidal,31.472,day
15,2020-02-17,Intertidal,30.558,day
15,2020-02-17,Intertidal,29.953,day
16,2020-02-17,Intertidal,29.652,night
16,2020-02-17,Intertidal,29.552,night
16,2020-02-17,Intertidal,29.352,night
16,2020-02-17,Intertidal,29.352,night
16,2020-02-17,Intertidal,29.252,night
16,2020-02-17,Intertidal,29.252,night
16,2020-02-17,Intertidal,29.352,night
16,2020-02-17,Intertidal,29.252,night
16,2020-02-17,Intertidal,29.252,night
16,2020-02-17,Intertidal,29.152,night
16,2020-02-17,Intertidal,29.252,night
17,2020-02-18,Intertidal,29.152,day
17,2020-02-18,Intertidal,29.352,day
17,2020-02-18,Intertidal,29.652,day
17,2020-02-18,Intertidal,29.652,day
17,2020-02-18,Intertidal,30.154,day
17,2020-02-18,Intertidal,30.356,day
17,2020-02-18,Intertidal,30.154,day
17,2020-02-18,Intertidal,30.558,day
17,2020-02-18,Intertidal,30.76,day
17,2020-02-18,Intertidal,30.862,day
17,2020-02-18,Intertidal,30.054,day
17,2020-02-18,Intertidal,30.356,day
17,2020-02-18,Intertidal,30.457,day
18,2020-02-18,Intertidal,29.953,night
18,2020-02-18,Intertidal,29.652,night
18,2020-02-18,Intertidal,29.652,night
18,2020-02-18,Intertidal,29.552,night
18,2020-02-18,Intertidal,29.252,night
18,2020-02-18,Intertidal,29.352,night
18,2020-02-18,Intertidal,29.352,night
18,2020-02-18,Intertidal,29.352,night
18,2020-02-18,Intertidal,29.252,night
18,2020-02-18,Intertidal,29.152,night
18,2020-02-18,Intertidal,29.152,night
19,2020-02-19,Intertidal,29.252,day
19,2020-02-19,Intertidal,29.452,day
19,2020-02-19,Intertidal,29.652,day
19,2020-02-19,Intertidal,29.953,day
19,2020-02-19,Intertidal,30.255,day
19,2020-02-19,Intertidal,30.558,day
19,2020-02-19,Intertidal,30.154,day
19,2020-02-19,Intertidal,29.953,day
19,2020-02-19,Intertidal,30.255,day
19,2020-02-19,Intertidal,30.356,day
19,2020-02-19,Intertidal,30.054,day
19,2020-02-19,Intertidal,29.853,day
19,2020-02-19,Intertidal,29.853,day
20,2020-02-19,Intertidal,29.752,night
20,2020-02-19,Intertidal,29.752,night
20,2020-02-19,Intertidal,29.652,night
20,2020-02-19,Intertidal,29.552,night
20,2020-02-19,Intertidal,29.652,night
20,2020-02-19,Intertidal,29.552,night
20,2020-02-19,Intertidal,29.252,night
20,2020-02-19,Intertidal,29.152,night
20,2020-02-19,Intertidal,29.252,night
20,2020-02-19,Intertidal,29.252,night
20,2020-02-19,Intertidal,29.252,night
21,2020-02-20,Intertidal,29.252,day
21,2020-02-20,Intertidal,29.352,day
21,2020-02-20,Intertidal,29.552,day
21,2020-02-20,Intertidal,30.154,day
21,2020-02-20,Intertidal,30.356,day
21,2020-02-20,Intertidal,30.659,day
21,2020-02-20,Intertidal,30.255,day
21,2020-02-20,Intertidal,29.953,day
21,2020-02-20,Intertidal,29.853,day
21,2020-02-20,Intertidal,30.154,day
21,2020-02-20,Intertidal,30.356,day
21,2020-02-20,Intertidal,30.558,day
21,2020-02-20,Intertidal,29.752,day
22,2020-02-20,Intertidal,29.752,night
22,2020-02-20,Intertidal,29.652,night
22,2020-02-20,Intertidal,29.752,night
22,2020-02-20,Intertidal,29.552,night
22,2020-02-20,Intertidal,29.652,night
22,2020-02-20,Intertidal,29.752,night
22,2020-02-20,Intertidal,29.452,night
22,2020-02-20,Intertidal,29.452,night
22,2020-02-20,Intertidal,29.352,night
22,2020-02-20,Intertidal,29.352,night
22,2020-02-20,Intertidal,29.352,night
23,2020-02-21,Intertidal,29.352,day
23,2020-02-21,Intertidal,29.552,day
23,2020-02-21,Intertidal,29.853,day
23,2020-02-21,Intertidal,30.255,day
23,2020-02-21,Intertidal,31.472,day
23,2020-02-21,Intertidal,31.778,day
23,2020-02-21,Intertidal,30.963,day
23,2020-02-21,Intertidal,30.558,day
23,2020-02-21,Intertidal,30.659,day
23,2020-02-21,Intertidal,30.154,day
23,2020-02-21,Intertidal,29.953,day
23,2020-02-21,Intertidal,30.356,day
23,2020-02-21,Intertidal,30.154,day
24,2020-02-21,Intertidal,29.552,night
24,2020-02-21,Intertidal,29.452,night
24,2020-02-21,Intertidal,29.452,night
24,2020-02-21,Intertidal,29.552,night
24,2020-02-21,Intertidal,29.452,night
24,2020-02-21,Intertidal,29.652,night
24,2020-02-21,Intertidal,29.652,night
24,2020-02-21,Intertidal,29.752,night
24,2020-02-21,Intertidal,29.752,night
24,2020-02-21,Intertidal,29.752,night
24,2020-02-21,Intertidal,29.652,night
25,2020-02-22,Intertidal,29.352,day
25,2020-02-22,Intertidal,29.752,day
25,2020-02-22,Intertidal,30.054,day
25,2020-02-22,Intertidal,30.76,day
25,2020-02-22,Intertidal,31.574,day
25,2020-02-22,Intertidal,31.88,day
25,2020-02-22,Intertidal,31.472,day
25,2020-02-22,Intertidal,31.268,day
25,2020-02-22,Intertidal,30.659,day
25,2020-02-22,Intertidal,30.255,day
25,2020-02-22,Intertidal,30.154,day
25,2020-02-22,Intertidal,30.255,day
25,2020-02-22,Intertidal,30.356,day
26,2020-02-22,Intertidal,29.953,night
26,2020-02-22,Intertidal,29.853,night
26,2020-02-22,Intertidal,29.652,night
26,2020-02-22,Intertidal,29.552,night
26,2020-02-22,Intertidal,29.452,night
26,2020-02-22,Intertidal,29.552,night
