tree,origin,culture,coral,day,brightness
48,sub,int,1,1,48.31696308
48,sub,int,2,1,57.96913424
48,sub,int,3,1,29.45229277
48,sub,int,4,1,33.23554657
48,sub,int,5,1,34.75409365
48,sub,int,6,1,44.30877837
48,sub,int,7,1,49.65725663
48,sub,int,8,1,55.02291279
48,sub,int,1,3,79.84454823
48,sub,int,2,3,94.30462275
48,sub,int,3,3,84.23380356
48,sub,int,4,3,86.13712591
48,sub,int,5,3,72.74401899
48,sub,int,6,3,84.82728737
48,sub,int,7,3,78.02543953
48,sub,int,8,3,131.3483278
48,sub,int,1,5,64.60526856
48,sub,int,2,5,126.297246
48,sub,int,3,5,62.36224377
48,sub,int,4,5,84.64753459
48,sub,int,5,5,97.04698694
48,sub,int,6,5,88.30467583
48,sub,int,7,5,65.22319108
48,sub,int,8,5,98.23664122
48,sub,int,1,7,95.47845217
48,sub,int,2,7,137.5508413
48,sub,int,3,7,66.18339084
48,sub,int,4,7,103.2625885
48,sub,int,5,7,172.5958233
48,sub,int,6,7,127.3315431
48,sub,int,7,7,32.16340108
48,sub,int,8,7,100.7058333
48,sub,int,1,9,NA
48,sub,int,2,9,NA
48,sub,int,3,9,NA
48,sub,int,4,9,NA
48,sub,int,5,9,NA
48,sub,int,6,9,NA
48,sub,int,7,9,NA
48,sub,int,8,9,NA
48,sub,int,1,11,NA
48,sub,int,2,11,NA
48,sub,int,3,11,NA
48,sub,int,4,11,NA
48,sub,int,5,11,NA
48,sub,int,6,11,NA
48,sub,int,7,11,NA
48,sub,int,8,11,NA
48,sub,int,1,13,NA
48,sub,int,2,13,NA
48,sub,int,3,13,NA
48,sub,int,4,13,NA
48,sub,int,5,13,NA
48,sub,int,6,13,NA
48,sub,int,7,13,NA
48,sub,int,8,13,NA
13,sub,sub,1,1,123.8538426
13,sub,sub,2,1,122.8350187
13,sub,sub,3,1,157.1984277
13,sub,sub,4,1,125.2926306
13,sub,sub,5,1,104.8957876
13,sub,sub,6,1,144.0182601
13,sub,sub,7,1,75.1920671
13,sub,sub,8,1,140.0260448
13,sub,sub,1,3,NA
13,sub,sub,2,3,NA
13,sub,sub,3,3,NA
13,sub,sub,4,3,NA
13,sub,sub,5,3,NA
13,sub,sub,6,3,NA
13,sub,sub,7,3,NA
13,sub,sub,8,3,NA
13,sub,sub,1,5,83.83873296
13,sub,sub,2,5,92.00731678
13,sub,sub,3,5,125.9998507
13,sub,sub,4,5,120.3320322
13,sub,sub,5,5,91.03422741
13,sub,sub,6,5,72.00825976
13,sub,sub,7,5,44.30051549
13,sub,sub,8,5,101.3682478
13,sub,sub,1,7,94.65459893
13,sub,sub,2,7,98.09056697
13,sub,sub,3,7,112.8582203
13,sub,sub,4,7,97.72088886
13,sub,sub,5,7,87.62893721
13,sub,sub,6,7,119.5766951
13,sub,sub,7,7,41.18906061
13,sub,sub,8,7,81.36922783
13,sub,sub,1,9,NA
13,sub,sub,2,9,NA
13,sub,sub,3,9,NA
13,sub,sub,4,9,NA
13,sub,sub,5,9,NA
13,sub,sub,6,9,NA
13,sub,sub,7,9,NA
13,sub,sub,8,9,NA
13,sub,sub,1,11,NA
13,sub,sub,2,11,NA
13,sub,sub,3,11,NA
13,sub,sub,4,11,NA
13,sub,sub,5,11,NA
13,sub,sub,6,11,NA
13,sub,sub,7,11,NA
13,sub,sub,8,11,NA
13,sub,sub,1,13,NA
13,sub,sub,2,13,NA
13,sub,sub,3,13,NA
13,sub,sub,4,13,NA
13,sub,sub,5,13,NA
13,sub,sub,6,13,NA
13,sub,sub,7,13,NA
13,sub,sub,8,13,NA
14,int,sub,1,1,124.3658035
14,int,sub,2,1,139.8762424
14,int,sub,3,1,129.5411033
14,int,sub,4,1,83.78075171
14,int,sub,5,1,58.59681269
14,int,sub,6,1,109.1528891
14,int,sub,7,1,55.43950011
14,int,sub,8,1,101.4934178
14,int,sub,1,3,NA
14,int,sub,2,3,NA
14,int,sub,3,3,NA
14,int,sub,4,3,NA
14,int,sub,5,3,NA
14,int,sub,6,3,NA
14,int,sub,7,3,NA
14,int,sub,8,3,NA
14,int,sub,1,5,64.11841478
14,int,sub,2,5,77.10252433
14,int,sub,3,5,75.93130285
14,int,sub,4,5,70.02330367
14,int,sub,5,5,47.3128821
14,int,sub,6,5,75.10449152
14,int,sub,7,5,45.02743609
14,int,sub,8,5,64.51851417
14,int,sub,1,7,74.55490849
14,int,sub,2,7,74.55476909
14,int,sub,3,7,53.64409533
14,int,sub,4,7,78.00594816
14,int,sub,5,7,49.2132518
14,int,sub,6,7,64.1167088
14,int,sub,7,7,49.41173246
14,int,sub,8,7,69.27489356
14,int,sub,1,9,NA
14,int,sub,2,9,NA
14,int,sub,3,9,NA
14,int,sub,4,9,NA
14,int,sub,5,9,NA
14,int,sub,6,9,NA
14,int,sub,7,9,NA
14,int,sub,8,9,NA
14,int,sub,1,11,NA
14,int,sub,2,11,NA
14,int,sub,3,11,NA
14,int,sub,4,11,NA
14,int,sub,5,11,NA
14,int,sub,6,11,NA
14,int,sub,7,11,NA
14,int,sub,8,11,NA
14,int,sub,1,13,NA
14,int,sub,2,13,NA
14,int,sub,3,13,NA
14,int,sub,4,13,NA
14,int,sub,5,13,NA
14,int,sub,6,13,NA
14,int,sub,7,13,NA
14,int,sub,8,13,NA
15,sub,sub,1,1,128.0457899
15,sub,sub,2,1,117.0318551
15,sub,sub,3,1,112.1623051
15,sub,sub,4,1,106.5197375
15,sub,sub,5,1,130.2989983
15,sub,sub,6,1,114.3747738
15,sub,sub,7,1,66.69921783
15,sub,sub,8,1,222.4908474
15,sub,sub,1,3,NA
15,sub,sub,2,3,NA
15,sub,sub,3,3,NA
15,sub,sub,4,3,NA
15,sub,sub,5,3,NA
15,sub,sub,6,3,NA
15,sub,sub,7,3,NA
15,sub,sub,8,3,NA
15,sub,sub,1,5,97.92652738
15,sub,sub,2,5,101.9805011
15,sub,sub,3,5,114.9954677
15,sub,sub,4,5,108.7860959
15,sub,sub,5,5,146.059608
15,sub,sub,6,5,130.1884295
15,sub,sub,7,5,34.98556894
15,sub,sub,8,5,119.7535221
15,sub,sub,1,7,109.8258532
15,sub,sub,2,7,118.3856675
15,sub,sub,3,7,90.87390412
15,sub,sub,4,7,125.1762788
15,sub,sub,5,7,102.9897786
15,sub,sub,6,7,39.14052039
15,sub,sub,7,7,113.4825887
15,sub,sub,8,7,42.34044203
15,sub,sub,1,9,NA
15,sub,sub,2,9,NA
15,sub,sub,3,9,NA
15,sub,sub,4,9,NA
15,sub,sub,5,9,NA
15,sub,sub,6,9,NA
15,sub,sub,7,9,NA
15,sub,sub,8,9,NA
15,sub,sub,1,11,NA
15,sub,sub,2,11,NA
15,sub,sub,3,11,NA
15,sub,sub,4,11,NA
15,sub,sub,5,11,NA
15,sub,sub,6,11,NA
15,sub,sub,7,11,NA
15,sub,sub,8,11,NA
15,sub,sub,1,13,NA
15,sub,sub,2,13,NA
15,sub,sub,3,13,NA
15,sub,sub,4,13,NA
15,sub,sub,5,13,NA
15,sub,sub,6,13,NA
15,sub,sub,7,13,NA
15,sub,sub,8,13,NA
16,sub,sub,1,1,78.63840754
16,sub,sub,2,1,NA
16,sub,sub,3,1,119.6502571
16,sub,sub,4,1,101.74006
16,sub,sub,5,1,NA
16,sub,sub,6,1,79.40468706
16,sub,sub,7,1,108.0323786
16,sub,sub,8,1,72.79998969
16,sub,sub,1,3,NA
16,sub,sub,2,3,NA
16,sub,sub,3,3,NA
16,sub,sub,4,3,NA
16,sub,sub,5,3,NA
16,sub,sub,6,3,NA
16,sub,sub,7,3,NA
16,sub,sub,8,3,NA
16,sub,sub,1,5,54.33358357
16,sub,sub,2,5,NA
16,sub,sub,3,5,91.40820849
16,sub,sub,4,5,78.66368246
16,sub,sub,5,5,NA
16,sub,sub,6,5,62.10997143
16,sub,sub,7,5,91.0068768
16,sub,sub,8,5,98.78979409
16,sub,sub,1,7,51.67706036
16,sub,sub,2,7,NA
16,sub,sub,3,7,63.10300623
16,sub,sub,4,7,90.86234522
16,sub,sub,5,7,NA
16,sub,sub,6,7,67.35873215
16,sub,sub,7,7,94.01405426
16,sub,sub,8,7,63.98892684
16,sub,sub,1,9,NA
16,sub,sub,2,9,NA
16,sub,sub,3,9,NA
16,sub,sub,4,9,NA
16,sub,sub,5,9,NA
16,sub,sub,6,9,NA
16,sub,sub,7,9,NA
16,sub,sub,8,9,NA
16,sub,sub,1,11,NA
16,sub,sub,2,11,NA
16,sub,sub,3,11,NA
16,sub,sub,4,11,NA
16,sub,sub,5,11,NA
16,sub,sub,6,11,NA
16,sub,sub,7,11,NA
16,sub,sub,8,11,NA
16,sub,sub,1,13,NA
16,sub,sub,2,13,NA
16,sub,sub,3,13,NA
16,sub,sub,4,13,NA
16,sub,sub,5,13,NA
16,sub,sub,6,13,NA
16,sub,sub,7,13,NA
16,sub,sub,8,13,NA
17,int,sub,1,1,29.17120768
17,int,sub,2,1,34.94695856
17,int,sub,3,1,67.61823731
17,int,sub,4,1,42.26337032
17,int,sub,5,1,50.84450338
17,int,sub,6,1,45.22619163
17,int,sub,7,1,45.13128397
17,int,sub,8,1,84.64342339
17,int,sub,1,3,NA
17,int,sub,2,3,NA
17,int,sub,3,3,NA
17,int,sub,4,3,NA
17,int,sub,5,3,NA
17,int,sub,6,3,NA
17,int,sub,7,3,NA
17,int,sub,8,3,NA
17,int,sub,1,5,NA
17,int,sub,2,5,NA
17,int,sub,3,5,NA
17,int,sub,4,5,NA
17,int,sub,5,5,NA
17,int,sub,6,5,NA
17,int,sub,7,5,NA
17,int,sub,8,5,NA
17,int,sub,1,7,43.47506973
17,int,sub,2,7,NA
17,int,sub,3,7,50.52659699
17,int,sub,4,7,30.41577084
17,int,sub,5,7,35.69466592
17,int,sub,6,7,35.78626017
17,int,sub,7,7,36.3652802
17,int,sub,8,7,NA
17,int,sub,1,9,NA
17,int,sub,2,9,NA
17,int,sub,3,9,NA
17,int,sub,4,9,NA
17,int,sub,5,9,NA
17,int,sub,6,9,NA
17,int,sub,7,9,NA
17,int,sub,8,9,NA
17,int,sub,1,11,NA
17,int,sub,2,11,NA
17,int,sub,3,11,NA
17,int,sub,4,11,NA
17,int,sub,5,11,NA
17,int,sub,6,11,NA
17,int,sub,7,11,NA
17,int,sub,8,11,NA
17,int,sub,1,13,NA
17,int,sub,2,13,NA
17,int,sub,3,13,NA
17,int,sub,4,13,NA
17,int,sub,5,13,NA
17,int,sub,6,13,NA
17,int,sub,7,13,NA
17,int,sub,8,13,NA
19,int,sub,1,1,80.40725082
19,int,sub,2,1,88.43241022
19,int,sub,3,1,105.0986555
19,int,sub,4,1,62.80346228
19,int,sub,5,1,72.06898532
19,int,sub,6,1,110.9750021
19,int,sub,7,1,131.7094035
19,int,sub,8,1,135.9934104
19,int,sub,1,3,NA
19,int,sub,2,3,NA
19,int,sub,3,3,NA
19,int,sub,4,3,NA
19,int,sub,5,3,NA
19,int,sub,6,3,NA
19,int,sub,7,3,NA
19,int,sub,8,3,NA
19,int,sub,1,5,NA
19,int,sub,2,5,NA
19,int,sub,3,5,NA
19,int,sub,4,5,NA
19,int,sub,5,5,NA
19,int,sub,6,5,NA
19,int,sub,7,5,NA
19,int,sub,8,5,NA
19,int,sub,1,7,76.71508078
19,int,sub,2,7,117.1399595
19,int,sub,3,7,63.49874546
19,int,sub,4,7,44.31494449
19,int,sub,5,7,57.13039585
19,int,sub,6,7,76.45591674
19,int,sub,7,7,63.36040952
19,int,sub,8,7,76.36846015
19,int,sub,1,9,NA
19,int,sub,2,9,NA
19,int,sub,3,9,NA
19,int,sub,4,9,NA
19,int,sub,5,9,NA
19,int,sub,6,9,NA
19,int,sub,7,9,NA
19,int,sub,8,9,NA
19,int,sub,1,11,NA
19,int,sub,2,11,NA
19,int,sub,3,11,NA
19,int,sub,4,11,NA
19,int,sub,5,11,NA
19,int,sub,6,11,NA
19,int,sub,7,11,NA
19,int,sub,8,11,NA
19,int,sub,1,13,NA
19,int,sub,2,13,NA
19,int,sub,3,13,NA
19,int,sub,4,13,NA
19,int,sub,5,13,NA
19,int,sub,6,13,NA
19,int,sub,7,13,NA
19,int,sub,8,13,NA
26,sub,sub,1,1,28.24950914
26,sub,sub,2,1,40.9887361
26,sub,sub,3,1,49.7103434
26,sub,sub,4,1,63.38684065
26,sub,sub,5,1,103.4752723
26,sub,sub,6,1,75.73764279
26,sub,sub,7,1,41.96704585
26,sub,sub,8,1,41.23349123
26,sub,sub,1,3,102.5156521
26,sub,sub,2,3,114.0361463
26,sub,sub,3,3,48.41927422
26,sub,sub,4,3,NA
26,sub,sub,5,3,46.45677825
26,sub,sub,6,3,69.97901646
26,sub,sub,7,3,61.96961846
26,sub,sub,8,3,64.72747358
26,sub,sub,1,5,NA
26,sub,sub,2,5,NA
26,sub,sub,3,5,NA
26,sub,sub,4,5,NA
26,sub,sub,5,5,NA
26,sub,sub,6,5,NA
26,sub,sub,7,5,NA
26,sub,sub,8,5,NA
26,sub,sub,1,7,NA
26,sub,sub,2,7,NA
26,sub,sub,3,7,NA
26,sub,sub,4,7,NA
26,sub,sub,5,7,NA
26,sub,sub,6,7,NA
26,sub,sub,7,7,NA
26,sub,sub,8,7,NA
26,sub,sub,1,9,NA
26,sub,sub,2,9,NA
26,sub,sub,3,9,NA
26,sub,sub,4,9,NA
26,sub,sub,5,9,NA
26,sub,sub,6,9,NA
26,sub,sub,7,9,NA
26,sub,sub,8,9,NA
26,sub,sub,1,11,NA
26,sub,sub,2,11,NA
26,sub,sub,3,11,NA
26,sub,sub,4,11,NA
26,sub,sub,5,11,NA
26,sub,sub,6,11,NA
26,sub,sub,7,11,NA
26,sub,sub,8,11,NA
26,sub,sub,1,13,NA
26,sub,sub,2,13,NA
26,sub,sub,3,13,NA
26,sub,sub,4,13,NA
26,sub,sub,5,13,NA
26,sub,sub,6,13,NA
26,sub,sub,7,13,NA
26,sub,sub,8,13,NA
28,sub,sub,1,1,37.87331955
28,sub,sub,2,1,53.49876014
28,sub,sub,3,1,51.10409314
28,sub,sub,4,1,54.66210672
28,sub,sub,5,1,58.49050386
28,sub,sub,6,1,58.65985009
28,sub,sub,7,1,44.65614331
28,sub,sub,8,1,57.7110722
28,sub,sub,1,3,64.44687589
28,sub,sub,2,3,45.07353599
28,sub,sub,3,3,57.33174637
28,sub,sub,4,3,64.16866825
28,sub,sub,5,3,77.7532447
28,sub,sub,6,3,66.95268608
28,sub,sub,7,3,99.64743086
28,sub,sub,8,3,89.41658776
28,sub,sub,1,5,NA
28,sub,sub,2,5,NA
28,sub,sub,3,5,NA
28,sub,sub,4,5,NA
28,sub,sub,5,5,NA
28,sub,sub,6,5,NA
28,sub,sub,7,5,NA
28,sub,sub,8,5,NA
28,sub,sub,1,7,NA
28,sub,sub,2,7,NA
28,sub,sub,3,7,NA
28,sub,sub,4,7,NA
28,sub,sub,5,7,NA
28,sub,sub,6,7,NA
28,sub,sub,7,7,NA
28,sub,sub,8,7,NA
28,sub,sub,1,9,NA
28,sub,sub,2,9,NA
28,sub,sub,3,9,NA
28,sub,sub,4,9,NA
28,sub,sub,5,9,NA
28,sub,sub,6,9,NA
28,sub,sub,7,9,NA
28,sub,sub,8,9,NA
28,sub,sub,1,11,NA
28,sub,sub,2,11,NA
28,sub,sub,3,11,NA
28,sub,sub,4,11,NA
28,sub,sub,5,11,NA
28,sub,sub,6,11,NA
28,sub,sub,7,11,NA
28,sub,sub,8,11,NA
28,sub,sub,1,13,NA
28,sub,sub,2,13,NA
28,sub,sub,3,13,NA
28,sub,sub,4,13,NA
28,sub,sub,5,13,NA
28,sub,sub,6,13,NA
28,sub,sub,7,13,NA
28,sub,sub,8,13,NA
27,sub,sub,1,1,26.78154982
27,sub,sub,2,1,70.16788669
27,sub,sub,3,1,44.71299907
27,sub,sub,4,1,35.37288729
27,sub,sub,5,1,33.71718075
27,sub,sub,6,1,44.05797398
27,sub,sub,7,1,36.49656794
27,sub,sub,8,1,49.28865144
27,sub,sub,1,3,51.63793207
27,sub,sub,2,3,100.0025107
27,sub,sub,3,3,70.47485723
27,sub,sub,4,3,59.22273324
27,sub,sub,5,3,70.57977891
27,sub,sub,6,3,70.77706409
27,sub,sub,7,3,52.58591095
27,sub,sub,8,3,98.04747971
27,sub,sub,1,5,NA
27,sub,sub,2,5,NA
27,sub,sub,3,5,NA
27,sub,sub,4,5,NA
27,sub,sub,5,5,NA
27,sub,sub,6,5,NA
27,sub,sub,7,5,NA
27,sub,sub,8,5,NA
27,sub,sub,1,7,NA
27,sub,sub,2,7,NA
27,sub,sub,3,7,NA
27,sub,sub,4,7,NA
27,sub,sub,5,7,NA
27,sub,sub,6,7,NA
27,sub,sub,7,7,NA
27,sub,sub,8,7,NA
27,sub,sub,1,9,NA
27,sub,sub,2,9,NA
27,sub,sub,3,9,NA
27,sub,sub,4,9,NA
27,sub,sub,5,9,NA
27,sub,sub,6,9,NA
27,sub,sub,7,9,NA
27,sub,sub,8,9,NA
27,sub,sub,1,11,NA
27,sub,sub,2,11,NA
27,sub,sub,3,11,NA
27,sub,sub,4,11,NA
27,sub,sub,5,11,NA
27,sub,sub,6,11,NA
27,sub,sub,7,11,NA
27,sub,sub,8,11,NA
27,sub,sub,1,13,NA
27,sub,sub,2,13,NA
27,sub,sub,3,13,NA
27,sub,sub,4,13,NA
27,sub,sub,5,13,NA
27,sub,sub,6,13,NA
27,sub,sub,7,13,NA
27,sub,sub,8,13,NA
29,int,sub,1,1,40.77063737
29,int,sub,2,1,49.26890435
29,int,sub,3,1,40.8557619
29,int,sub,4,1,62.53650352
29,int,sub,5,1,44.88285984
29,int,sub,6,1,36.3801932
29,int,sub,7,1,41.76467479
29,int,sub,8,1,39.57286245
29,int,sub,1,3,42.56026143
29,int,sub,2,3,59.90119698
29,int,sub,3,3,60.07771464
29,int,sub,4,3,52.08959625
29,int,sub,5,3,54.88179279
29,int,sub,6,3,36.69946574
29,int,sub,7,3,51.24326812
29,int,sub,8,3,79.08098866
29,int,sub,1,5,NA
29,int,sub,2,5,NA
29,int,sub,3,5,NA
29,int,sub,4,5,NA
29,int,sub,5,5,NA
29,int,sub,6,5,NA
29,int,sub,7,5,NA
29,int,sub,8,5,NA
29,int,sub,1,7,NA
29,int,sub,2,7,NA
29,int,sub,3,7,NA
29,int,sub,4,7,NA
29,int,sub,5,7,NA
29,int,sub,6,7,NA
29,int,sub,7,7,NA
29,int,sub,8,7,NA
29,int,sub,1,9,NA
29,int,sub,2,9,NA
29,int,sub,3,9,NA
29,int,sub,4,9,NA
29,int,sub,5,9,NA
29,int,sub,6,9,NA
29,int,sub,7,9,NA
29,int,sub,8,9,NA
29,int,sub,1,11,NA
29,int,sub,2,11,NA
29,int,sub,3,11,NA
29,int,sub,4,11,NA
29,int,sub,5,11,NA
29,int,sub,6,11,NA
29,int,sub,7,11,NA
29,int,sub,8,11,NA
29,int,sub,1,13,NA
29,int,sub,2,13,NA
29,int,sub,3,13,NA
29,int,sub,4,13,NA
29,int,sub,5,13,NA
29,int,sub,6,13,NA
29,int,sub,7,13,NA
29,int,sub,8,13,NA
25,int,sub,1,1,45.08753947
25,int,sub,2,1,49.85869465
25,int,sub,3,1,55.80725908
25,int,sub,4,1,44.61248573
25,int,sub,5,1,57.05109626
25,int,sub,6,1,53.19504551
25,int,sub,7,1,47.21992504
25,int,sub,8,1,58.97326249
25,int,sub,1,3,55.66138988
25,int,sub,2,3,58.19998475
25,int,sub,3,3,59.08827883
25,int,sub,4,3,56.83369592
25,int,sub,5,3,65.41177597
25,int,sub,6,3,65.14535627
25,int,sub,7,3,64.81955197
25,int,sub,8,3,74.88709564
25,int,sub,1,5,NA
25,int,sub,2,5,NA
25,int,sub,3,5,NA
25,int,sub,4,5,NA
25,int,sub,5,5,NA
25,int,sub,6,5,NA
25,int,sub,7,5,NA
25,int,sub,8,5,NA
25,int,sub,1,7,NA
25,int,sub,2,7,NA
25,int,sub,3,7,NA
25,int,sub,4,7,NA
25,int,sub,5,7,NA
25,int,sub,6,7,NA
25,int,sub,7,7,NA
25,int,sub,8,7,NA
25,int,sub,1,9,NA
25,int,sub,2,9,NA
25,int,sub,3,9,NA
25,int,sub,4,9,NA
25,int,sub,5,9,NA
25,int,sub,6,9,NA
25,int,sub,7,9,NA
25,int,sub,8,9,NA
25,int,sub,1,11,NA
25,int,sub,2,11,NA
25,int,sub,3,11,NA
25,int,sub,4,11,NA
25,int,sub,5,11,NA
25,int,sub,6,11,NA
25,int,sub,7,11,NA
25,int,sub,8,11,NA
25,int,sub,1,13,NA
25,int,sub,2,13,NA
25,int,sub,3,13,NA
25,int,sub,4,13,NA
25,int,sub,5,13,NA
25,int,sub,6,13,NA
25,int,sub,7,13,NA
25,int,sub,8,13,NA
30,int,sub,1,1,35.85828155
30,int,sub,2,1,51.73231525
30,int,sub,3,1,84.08558782
30,int,sub,4,1,46.68867621
30,int,sub,5,1,66.66069082
30,int,sub,6,1,37.4937116
30,int,sub,7,1,41.94852658
30,int,sub,8,1,49.99243318
30,int,sub,1,3,24.30800996
30,int,sub,2,3,40.12131306
30,int,sub,3,3,93.02495357
30,int,sub,4,3,53.71983417
30,int,sub,5,3,67.2227636
30,int,sub,6,3,38.12429826
30,int,sub,7,3,41.91328815
30,int,sub,8,3,47.53264447
30,int,sub,1,5,NA
30,int,sub,2,5,NA
30,int,sub,3,5,NA
30,int,sub,4,5,NA
30,int,sub,5,5,NA
30,int,sub,6,5,NA
30,int,sub,7,5,NA
30,int,sub,8,5,NA
30,int,sub,1,7,NA
30,int,sub,2,7,NA
30,int,sub,3,7,NA
30,int,sub,4,7,NA
30,int,sub,5,7,NA
30,int,sub,6,7,NA
30,int,sub,7,7,NA
30,int,sub,8,7,NA
30,int,sub,1,9,NA
30,int,sub,2,9,NA
30,int,sub,3,9,NA
30,int,sub,4,9,NA
30,int,sub,5,9,NA
30,int,sub,6,9,NA
30,int,sub,7,9,NA
30,int,sub,8,9,NA
30,int,sub,1,11,NA
30,int,sub,2,11,NA
30,int,sub,3,11,NA
30,int,sub,4,11,NA
30,int,sub,5,11,NA
30,int,sub,6,11,NA
30,int,sub,7,11,NA
30,int,sub,8,11,NA
30,int,sub,1,13,NA
30,int,sub,2,13,NA
30,int,sub,3,13,NA
30,int,sub,4,13,NA
30,int,sub,5,13,NA
30,int,sub,6,13,NA
30,int,sub,7,13,NA
30,int,sub,8,13,NA
